Candidate,Poll_Percent,Wikipedia_Traffic,Date,,
Pete Buttigieg,.0,8509.0,63.0,,
Bernie Sanders,32.0,32610.0,63.0,,
Kamala Harris,15.0,13941.0,63.0,,
Elizabeth Warren,10.0,4985.0,63.0,,
Pete Buttigieg,.0,8509.0,63.0,,
Joe Biden,31.0,10398.0,62.0,,
Bernie Sanders,27.0,44505.0,62.0,,
Kamala Harris,11.0,13573.0,62.0,,
Elizabeth Warren,7.0,11130.0,62.0,,
Pete Buttigieg,1.0,8005.0,62.0,,
Joe Biden,28.0,10398.0,62.0,,
Bernie Sanders,20.0,44505.0,62.0,,
Kamala Harris,9.0,13573.0,62.0,,
Elizabeth Warren,5.0,11130.0,62.0,,
Pete Buttigieg,.0,8005.0,62.0,,
Joe Biden,29.0,9340.0,55.0,,
Bernie Sanders,27.0,25913.0,55.0,,
Kamala Harris,10.0,35444.0,55.0,,
Elizabeth Warren,7.0,5576.0,55.0,,
Pete Buttigieg,1.0,6400.0,55.0,,
Joe Biden,39.0,8844.0,54.0,,
Bernie Sanders,14.0,28977.0,54.0,,
Kamala Harris,8.0,39539.0,54.0,,
Elizabeth Warren,5.0,6378.0,54.0,,
Pete Buttigieg,.0,7018.0,54.0,,
Joe Biden,30.0,19569.0,51.0,,
Bernie Sanders,19.0,117929.0,51.0,,
Kamala Harris,10.0,41581.0,51.0,,
Elizabeth Warren,4.0,15793.0,51.0,,
Joe Biden,37.0,19569.0,51.0,,
Bernie Sanders,22.0,117929.0,51.0,,
Kamala Harris,10.0,41581.0,51.0,,
Elizabeth Warren,4.0,15793.0,51.0,,
Joe Biden,25.0,10587.0,49.0,,
Kamala Harris,12.0,28258.0,49.0,,
Bernie Sanders,11.0,8134.0,49.0,,
Elizabeth Warren,5.0,6133.0,49.0,,
Joe Biden,30.0,11138.0,48.0,,
Bernie Sanders,21.0,10158.0,48.0,,
Kamala Harris,11.0,28080.0,48.0,,
Elizabeth Warren,8.0,6599.0,48.0,,
Pete Buttigieg,.0,8276.0,48.0,,
Kamala Harris,14.9,24828.0,47.0,,
Bernie Sanders,17.2,6904.0,47.0,,
Elizabeth Warren,9.2,6065.0,47.0,,
Joe Biden,27.4,12321.0,47.0,,
Pete Buttigieg,.0,16688.0,47.0,,
Joe Biden,12.0,10922.0,42.0,,
Kamala Harris,11.0,69362.0,42.0,,
Bernie Sanders,9.0,7359.0,42.0,,
Elizabeth Warren,3.0,33716.0,42.0,,
Joe Biden,25.0,8967.0,41.0,,
Bernie Sanders,16.0,8387.0,41.0,,
Kamala Harris,8.0,31588.0,41.0,,
Elizabeth Warren,5.0,79230.0,41.0,,
Pete Buttigieg,.1,10791.0,41.0,,
Joe Biden,29.0,8967.0,41.0,,
Bernie Sanders,22.0,8387.0,41.0,,
Kamala Harris,13.0,31588.0,41.0,,
Elizabeth Warren,8.0,79230.0,41.0,,
Pete Buttigieg,.0,10791.0,41.0,,
Bernie Sanders,21.0,5819.0,34.0,,
Elizabeth Warren,9.0,7008.0,34.0,,
Joe Biden,30.0,6118.0,34.0,,
Kamala Harris,14.0,52476.0,34.0,,
Pete Buttigieg,.0,10259.0,34.0,,
Joe Biden,29.0,6414.0,33.0,,
Bernie Sanders,16.0,5966.0,33.0,,
Elizabeth Warren,6.0,10369.0,33.0,,
Kamala Harris,14.0,66490.0,33.0,,
Pete Buttigieg,.0,6537.0,33.0,,
Joe Biden,29.0,6980.0,27.0,,
Bernie Sanders,16.0,13169.0,27.0,,
Elizabeth Warren,8.0,8019.0,27.0,,
Kamala Harris,11.0,260497.0,27.0,,
Pete Buttigieg,.0,7576.0,27.0,,
Joe Biden,33.0,6980.0,27.0,,
Bernie Sanders,15.0,13169.0,27.0,,
Elizabeth Warren,6.0,8019.0,27.0,,
Kamala Harris,10.0,260497.0,27.0,,
Pete Buttigieg,.0,7576.0,27.0,,
Bernie Sanders,21.0,13169.0,27.0,,
Elizabeth Warren,9.0,8019.0,27.0,,
Joe Biden,31.0,6980.0,27.0,,
Kamala Harris,11.0,260497.0,27.0,,
Joe Biden,9.0,8059.0,24.0,,
Kamala Harris,8.0,163271.0,24.0,,
Bernie Sanders,4.0,5632.0,24.0,,
Elizabeth Warren,2.0,8262.0,24.0,,
Joe Biden,26.0,10393.0,22.0,,
Bernie Sanders,16.0,12340.0,22.0,,
Elizabeth Warren,6.0,13268.0,22.0,,
Kamala Harris,9.0,484659.0,22.0,,
Joe Biden,45.4,10019.0,21.0,,
Kamala Harris,2.6,607080.0,21.0,,
Bernie Sanders,5.4,8182.0,21.0,,
Elizabeth Warren,2.9,18222.0,21.0,,
Kamala Harris,18.9,607080.0,21.0,,
Elizabeth Warren,42.9,18222.0,21.0,,
Joe Biden,27.0,6128.0,20.0,,
Bernie Sanders,18.0,4820.0,20.0,,
Elizabeth Warren,9.0,15806.0,20.0,,
Kamala Harris,6.0,13575.0,20.0,,
Joe Biden,25.0,6128.0,20.0,,
Bernie Sanders,12.0,4820.0,20.0,,
Elizabeth Warren,5.0,15806.0,20.0,,
Kamala Harris,5.0,13575.0,20.0,,
Bernie Sanders,23.0,4820.0,20.0,,
Elizabeth Warren,11.0,15806.0,20.0,,
Joe Biden,30.0,6128.0,20.0,,
Kamala Harris,6.0,13575.0,20.0,,
Joe Biden,24.0,6471.0,16.0,,
Bernie Sanders,13.0,5667.0,16.0,,
Elizabeth Warren,5.0,8678.0,16.0,,
Kamala Harris,4.0,31179.0,16.0,,
Joe Biden,23.0,6471.0,16.0,,
Bernie Sanders,21.0,5667.0,16.0,,
Kamala Harris,7.0,31179.0,16.0,,
Elizabeth Warren,4.0,8678.0,16.0,,
Joe Biden,32.0,7738.0,14.0,,
Bernie Sanders,15.0,5865.0,14.0,,
Elizabeth Warren,9.0,21779.0,14.0,,
Kamala Harris,6.0,25399.0,14.0,,
Bernie Sanders,23.0,6534.0,13.0,,
Elizabeth Warren,11.0,9621.0,13.0,,
Joe Biden,31.0,10088.0,13.0,,
Kamala Harris,7.0,39178.0,13.0,,
Joe Biden,27.0,7112.0,6.0,,
Bernie Sanders,16.0,6225.0,6.0,,
Elizabeth Warren,4.0,31953.0,6.0,,
Kamala Harris,3.0,9421.0,6.0,,
